Order-Id,Item-id,Product-Id,Quantity,Sales-Id,Customer-Id,Sales-Price-Per-Prod,Market-Segment
790,790,6,15,2,1,64,retail
791,791,17,19,5,12,205,realestate
792,792,8,18,2,29,140,realestate
793,793,4,15,3,4,169,financial
794,794,3,2,8,27,193,pharmaceutical
795,795,9,14,6,27,45,pharmaceutical
796,796,14,21,0,2,189,realestate
797,797,9,2,9,2,100,pharmaceutical
798,798,18,5,9,3,58,software
799,799,15,24,1,21,208,software
800,800,10,7,5,20,146,retail
801,801,9,8,4,27,63,realestate
802,802,12,20,9,14,109,realestate
803,803,14,29,8,1,195,software
804,804,2,3,9,10,219,education
805,805,10,6,8,19,99,retail
806,806,1,14,0,25,189,software
807,807,17,8,9,23,190,education
808,808,19,13,8,21,103,financial
809,809,3,26,6,27,196,software
810,810,0,4,2,8,122,realestate
811,811,9,26,5,16,92,realestate
812,812,1,26,7,28,214,realestate
813,813,10,17,1,7,159,retail
814,814,9,13,7,3,48,pharmaceutical
815,815,0,4,9,23,121,realestate
816,816,2,12,7,26,219,software
817,817,10,1,2,29,96,financial
818,818,7,23,9,24,143,financial
819,819,1,3,7,11,213,software
820,820,8,0,8,13,116,financial
821,821,16,16,2,5,154,education
822,822,12,8,0,26,98,retail
823,823,11,19,2,25,109,financial
824,824,9,20,2,4,57,financial
825,825,12,12,2,17,102,pharmaceutical
826,826,4,17,0,1,148,retail
827,827,17,26,1,16,189,education
828,828,18,16,2,7,93,education
829,829,9,24,3,21,66,software
830,830,19,10,6,20,95,pharmaceutical
831,831,1,5,7,16,202,pharmaceutical
832,832,19,25,0,15,71,retail
833,833,1,16,3,28,191,software
834,834,6,19,8,17,85,education
835,835,13,2,8,8,113,realestate
836,836,17,23,6,24,188,software
837,837,4,17,1,12,140,retail
838,838,16,16,4,14,156,education
839,839,12,1,6,28,92,realestate
840,840,13,20,2,11,122,education
841,841,11,22,5,10,93,retail
842,842,15,9,0,15,198,education
843,843,6,1,5,22,56,software
844,844,18,9,5,17,88,software
845,845,10,9,1,7,138,financial
846,846,14,27,3,7,195,education
847,847,16,13,0,10,146,financial
848,848,8,12,3,6,139,pharmaceutical
849,849,15,17,7,1,193,financial
850,850,2,23,1,25,199,realestate
851,851,9,15,4,11,82,education
852,852,7,18,5,7,130,retail
853,853,13,27,3,0,120,realestate
854,854,1,13,0,29,235,software
855,855,1,3,2,13,188,financial
856,856,14,2,3,1,180,retail
857,857,18,2,5,3,55,financial
858,858,14,12,9,17,179,retail
859,859,4,27,4,16,136,software
860,860,8,6,6,1,154,education
861,861,5,9,9,19,127,retail
862,862,12,19,8,2,80,financial
863,863,0,15,3,18,119,education
864,864,10,9,3,14,98,education
865,865,12,1,1,12,94,retail
866,866,7,11,8,19,161,realestate
867,867,1,14,5,9,196,education
868,868,16,27,4,0,156,realestate
869,869,10,26,3,19,144,education
870,870,16,8,6,27,156,realestate
871,871,17,20,5,2,183,pharmaceutical
872,872,14,0,5,0,195,pharmaceutical
873,873,0,16,4,4,121,education
874,874,18,11,5,10,96,education
875,875,4,28,7,27,177,financial
876,876,2,25,4,21,199,financial
877,877,7,29,6,28,132,realestate
878,878,12,19,3,18,109,education
879,879,6,6,7,14,58,realestate
880,880,12,14,6,5,84,financial
881,881,5,28,1,21,120,financial
882,882,15,21,8,17,201,realestate
883,883,5,17,5,29,94,realestate
884,884,19,20,3,6,87,pharmaceutical
885,885,5,26,4,20,135,realestate
886,886,5,14,0,28,116,software
887,887,6,5,8,22,80,retail
888,888,3,8,0,26,173,education
889,889,18,16,1,8,55,education
890,890,11,2,4,17,99,realestate
891,891,15,19,2,9,207,realestate
892,892,12,16,3,26,94,software
893,893,16,5,7,10,153,realestate
894,894,14,15,0,29,178,retail
895,895,2,2,2,16,199,financial
896,896,13,9,2,2,99,realestate
897,897,7,27,3,15,143,retail
898,898,3,9,0,20,212,financial
899,899,14,12,6,7,184,financial
900,900,18,10,5,10,54,realestate
901,901,12,4,9,26,98,realestate
902,902,14,29,1,16,188,pharmaceutical
903,903,4,18,3,6,177,education
904,904,12,26,6,27,106,realestate
905,905,13,21,5,3,138,financial
906,906,1,3,0,9,226,retail
907,907,1,10,1,5,165,software
908,908,3,3,7,22,206,software
909,909,8,24,9,12,163,pharmaceutical
910,910,10,12,3,24,152,realestate
911,911,10,15,1,25,107,realestate
912,912,15,28,8,17,214,software
913,913,2,1,6,24,208,education
914,914,16,14,8,16,160,pharmaceutical
915,915,16,21,0,9,150,retail
916,916,16,18,9,4,162,education
917,917,7,9,2,25,163,software
918,918,9,20,3,13,77,software
919,919,19,17,2,1,87,retail
920,920,0,14,3,12,123,pharmaceutical
921,921,6,10,9,18,50,pharmaceutical
922,922,18,7,9,12,85,software
923,923,14,18,2,7,194,software
924,924,3,28,1,2,201,pharmaceutical
925,925,6,21,2,11,51,pharmaceutical
926,926,4,27,6,21,165,software
927,927,5,26,2,27,103,software
928,928,4,0,9,1,182,retail
929,929,14,23,2,18,192,financial
930,930,7,5,4,0,163,financial
931,931,4,16,7,8,153,retail
932,932,3,5,8,7,185,retail
933,933,14,12,7,20,193,retail
934,934,17,23,5,6,191,software
935,935,19,9,5,23,96,pharmaceutical
936,936,12,7,3,16,97,realestate
937,937,12,12,6,4,99,realestate
938,938,16,23,8,7,154,education
939,939,19,18,8,12,83,retail
940,940,17,20,0,6,192,software
941,941,3,4,7,14,213,financial
942,942,18,19,6,10,103,realestate
943,943,9,11,6,16,69,education
944,944,12,17,5,27,106,financial
945,945,0,27,4,22,120,education
946,946,10,29,5,17,89,retail
947,947,10,13,8,12,156,pharmaceutical
948,948,14,23,4,0,183,retail
949,949,15,14,8,16,194,financial
950,950,9,29,1,1,81,software
951,951,7,9,6,7,142,education
952,952,12,4,7,12,102,financial
953,953,16,9,3,8,162,realestate
954,954,18,24,5,22,75,education
955,955,1,10,6,22,169,financial
956,956,16,27,6,13,150,realestate
957,957,7,6,4,7,159,retail
958,958,10,8,8,25,89,realestate
959,959,5,19,5,20,128,realestate
960,960,9,4,2,4,49,education
961,961,16,9,2,27,159,pharmaceutical
962,962,13,5,8,26,90,pharmaceutical
963,963,14,26,0,11,192,pharmaceutical
964,964,12,12,1,5,92,retail
965,965,9,21,4,20,48,pharmaceutical
966,966,10,2,8,13,118,education
967,967,13,29,5,13,86,financial
968,968,10,5,7,6,122,pharmaceutical
969,969,6,8,7,2,56,education
970,970,7,4,3,7,134,retail
971,971,8,26,2,8,138,education
972,972,18,0,1,27,52,realestate
973,973,12,8,9,23,98,software
974,974,4,23,3,18,137,pharmaceutical
975,975,2,29,9,23,207,software
976,976,13,17,5,12,124,pharmaceutical
977,977,3,5,5,7,194,realestate
978,978,1,0,4,23,229,financial
979,979,2,20,8,24,210,education
980,980,14,2,1,0,191,financial
981,981,17,19,0,6,200,realestate
982,982,8,11,1,10,140,retail
983,983,2,23,5,19,217,software
984,984,13,27,3,17,125,software
985,985,12,1,1,11,100,pharmaceutical
986,986,1,6,5,13,162,education
987,987,0,27,6,1,119,realestate
988,988,11,28,3,17,108,software
989,989,3,14,4,8,180,software
990,990,9,13,3,4,98,retail
991,991,9,11,4,17,59,realestate
992,992,2,17,8,23,202,financial
993,993,10,12,0,7,91,retail
994,994,18,7,7,27,89,software
995,995,6,23,9,10,73,pharmaceutical
996,996,7,16,3,1,132,realestate
997,997,7,24,9,4,127,education
998,998,17,6,0,6,202,financial
999,999,19,9,3,5,101,education
1000,1000,10,18,1,21,128,financial
1001,1001,10,23,6,27,95,software
1002,1002,11,26,5,1,139,realestate
1003,1003,10,12,9,3,104,education
1004,1004,12,12,6,20,95,financial
1005,1005,13,12,0,8,134,financial
1006,1006,5,26,8,0,100,financial
1007,1007,18,25,3,16,74,realestate
1008,1008,8,9,9,11,166,software
1009,1009,8,3,0,18,125,realestate
1010,1010,2,28,0,8,203,pharmaceutical
1011,1011,14,22,0,10,194,software
1012,1012,11,6,7,16,122,financial
1013,1013,13,29,1,12,89,education
1014,1014,19,18,7,13,90,retail
1015,1015,9,15,4,16,71,education
1016,1016,9,20,3,0,87,pharmaceutical
1017,1017,4,8,0,23,169,software
1018,1018,18,27,9,23,61,realestate
1019,1019,7,14,2,12,163,pharmaceutical
1020,1020,4,5,4,27,135,education
1021,1021,18,15,3,6,66,realestate
1022,1022,1,28,4,21,184,pharmaceutical
1023,1023,5,22,8,25,105,software
1024,1024,13,14,1,14,93,pharmaceutical
1025,1025,19,4,3,13,94,education
1026,1026,19,20,6,23,89,software
1027,1027,14,14,3,23,189,education
1028,1028,3,26,0,14,165,realestate
1029,1029,6,21,9,16,74,financial
1030,1030,1,13,8,21,234,realestate
1031,1031,11,24,0,27,107,software
1032,1032,7,10,3,11,151,software
1033,1033,6,29,0,9,41,software
1034,1034,10,12,9,4,140,pharmaceutical
1035,1035,10,29,4,15,104,financial
1036,1036,2,11,7,25,205,pharmaceutical
1037,1037,15,2,8,21,215,education
1038,1038,0,19,6,10,122,retail
1039,1039,16,19,2,5,152,financial
1040,1040,6,13,2,1,65,retail
1041,1041,7,9,9,22,167,software
1042,1042,19,10,9,0,89,pharmaceutical
1043,1043,0,27,7,19,121,retail
1044,1044,1,16,5,0,191,education
1045,1045,11,15,2,16,110,realestate
1046,1046,1,15,7,14,199,software
1047,1047,19,6,0,23,113,retail
1048,1048,16,5,2,23,147,retail
1049,1049,1,1,8,10,166,pharmaceutical
1050,1050,5,26,8,23,140,software
1051,1051,17,21,7,20,199,education
1052,1052,8,20,4,19,182,retail
1053,1053,5,11,7,2,98,realestate
1054,1054,1,24,9,2,214,realestate
1055,1055,18,27,8,4,65,retail
1056,1056,11,9,4,20,129,education
1057,1057,1,2,3,9,186,retail
1058,1058,10,20,8,23,109,software
1059,1059,7,29,5,0,141,realestate
1060,1060,13,5,1,17,104,software
1061,1061,9,18,5,27,92,education
1062,1062,6,6,3,14,67,software
1063,1063,1,20,7,4,226,software
1064,1064,10,26,0,11,100,realestate
1065,1065,15,15,9,10,192,software
1066,1066,9,27,4,13,58,pharmaceutical
1067,1067,0,5,7,22,122,software
1068,1068,4,20,9,10,164,education
1069,1069,7,26,0,8,158,education
1070,1070,18,6,9,9,82,software
1071,1071,12,4,5,26,104,education
1072,1072,19,9,8,2,75,education
1073,1073,12,8,6,13,102,financial
1074,1074,2,28,9,6,201,education
1075,1075,17,0,6,27,199,education
1076,1076,1,6,2,22,199,software
1077,1077,4,1,6,18,182,financial
1078,1078,3,10,0,21,176,retail
1079,1079,5,22,8,23,140,pharmaceutical
1080,1080,0,6,4,11,120,retail
1081,1081,10,12,9,10,97,retail
1082,1082,2,16,6,22,218,software
1083,1083,16,20,7,10,152,realestate
1084,1084,14,5,4,15,186,realestate
1085,1085,15,12,9,27,196,education
1086,1086,14,11,6,9,195,education
1087,1087,11,0,9,17,94,pharmaceutical
1088,1088,11,0,5,10,91,pharmaceutical
1089,1089,13,23,6,23,144,pharmaceutical
1090,1090,5,2,5,0,122,retail
1091,1091,14,2,0,24,181,realestate
1092,1092,15,8,3,23,188,pharmaceutical
1093,1093,4,17,9,12,157,realestate
1094,1094,17,19,7,9,199,software
1095,1095,8,16,9,0,134,financial
1096,1096,4,7,4,0,132,education
1097,1097,16,16,7,9,161,retail
1098,1098,9,9,5,10,49,financial
1099,1099,9,18,2,16,53,education
1100,1100,3,27,4,15,168,retail
1101,1101,12,26,3,24,92,education
1102,1102,11,27,1,28,108,retail
1103,1103,11,3,5,14,141,retail
1104,1104,11,22,2,13,98,pharmaceutical
1105,1105,2,9,7,25,214,software
1106,1106,13,27,0,28,133,financial
1107,1107,5,22,8,24,99,retail
1108,1108,1,28,7,22,233,pharmaceutical
1109,1109,11,13,2,5,109,realestate
1110,1110,12,12,0,1,95,retail
1111,1111,2,26,2,9,207,pharmaceutical
1112,1112,15,9,3,21,201,retail
1113,1113,5,13,3,2,128,pharmaceutical
1114,1114,12,16,7,13,78,software
1115,1115,2,12,0,18,202,retail
1116,1116,10,24,3,13,143,financial
1117,1117,11,4,9,20,129,pharmaceutical
1118,1118,11,13,3,6,140,pharmaceutical
1119,1119,16,26,1,20,149,retail
1120,1120,0,24,6,4,120,realestate
1121,1121,6,0,3,7,61,software
1122,1122,14,3,7,10,186,realestate
1123,1123,5,14,1,7,111,pharmaceutical
1124,1124,16,3,1,8,159,realestate
1125,1125,8,21,2,27,149,education
1126,1126,18,28,5,24,56,retail
1127,1127,12,8,5,2,78,realestate
1128,1128,14,4,3,14,186,education
1129,1129,2,1,8,26,207,pharmaceutical
1130,1130,16,7,0,17,155,software
1131,1131,2,29,5,9,200,education
1132,1132,6,1,2,12,65,financial
1133,1133,14,18,1,24,179,retail
1134,1134,2,18,1,27,214,education
1135,1135,0,16,8,15,119,software
1136,1136,5,16,8,3,126,realestate
1137,1137,6,13,7,7,74,education
1138,1138,2,9,8,20,199,pharmaceutical
1139,1139,16,25,5,20,156,education
1140,1140,0,23,5,21,120,retail
1141,1141,3,23,5,14,185,retail
1142,1142,13,12,0,12,96,realestate
1143,1143,18,27,9,0,57,education
1144,1144,7,18,7,18,146,education
1145,1145,19,17,0,27,89,realestate
1146,1146,17,25,6,16,198,financial
1147,1147,17,5,3,1,203,software
1148,1148,9,28,0,1,73,education
1149,1149,12,17,3,21,86,software
1150,1150,1,1,7,17,192,software
1151,1151,18,24,2,24,55,pharmaceutical
1152,1152,9,5,6,1,76,financial
1153,1153,6,4,5,14,53,realestate
1154,1154,11,22,7,24,105,financial
1155,1155,1,21,5,8,198,software
1156,1156,8,0,0,21,148,pharmaceutical
1157,1157,7,19,9,27,166,financial
1158,1158,4,13,1,0,183,financial
1159,1159,13,16,5,19,128,realestate
1160,1160,7,21,3,8,145,retail
1161,1161,13,18,2,5,110,pharmaceutical
1162,1162,11,14,9,19,93,software
1163,1163,6,27,5,11,65,software
1164,1164,17,1,0,10,201,financial
1165,1165,13,22,7,16,95,pharmaceutical
1166,1166,11,13,8,17,95,financial
1167,1167,4,1,9,1,184,software
1168,1168,14,27,3,6,178,financial
1169,1169,15,16,8,13,184,realestate
1170,1170,11,22,1,8,128,realestate
1171,1171,18,11,9,29,60,pharmaceutical
1172,1172,19,4,0,19,101,financial
1173,1173,11,0,1,15,94,retail
1174,1174,17,9,6,26,184,pharmaceutical
1175,1175,6,27,0,28,53,retail
1176,1176,10,16,2,21,156,realestate
1177,1177,4,9,0,23,139,software
1178,1178,8,0,0,2,111,retail
1179,1179,19,21,8,1,119,education
1180,1180,10,2,8,26,135,pharmaceutical
1181,1181,15,16,1,20,207,realestate
1182,1182,19,0,1,23,83,software
1183,1183,13,10,7,24,146,software
1184,1184,7,21,3,20,148,retail
1185,1185,6,8,4,1,67,retail
1186,1186,6,1,2,19,50,realestate
1187,1187,2,27,1,24,203,education
1188,1188,11,18,3,12,118,software
1189,1189,7,19,1,22,132,education
1190,1190,19,24,7,6,82,financial
1191,1191,1,10,2,22,211,retail
1192,1192,9,20,2,23,59,retail
1193,1193,12,8,4,10,108,education
1194,1194,19,21,7,8,117,software
1195,1195,0,0,7,22,123,pharmaceutical
1196,1196,1,19,2,19,221,realestate
1197,1197,5,23,5,20,107,education
1198,1198,16,5,2,7,151,software
1199,1199,2,23,9,13,210,education
1200,1200,2,3,7,21,215,education
1201,1201,3,9,8,10,189,realestate
1202,1202,14,5,2,19,180,pharmaceutical
1203,1203,19,25,2,25,94,software
1204,1204,12,6,3,16,104,software
1205,1205,4,26,3,22,187,software
1206,1206,5,22,6,25,131,realestate
1207,1207,1,9,3,26,167,financial
1208,1208,4,10,2,19,187,education
1209,1209,19,12,2,5,88,financial
1210,1210,1,19,5,16,199,retail
1211,1211,5,9,5,0,113,realestate
1212,1212,13,3,6,24,124,financial
1213,1213,17,28,9,10,183,financial
1214,1214,6,6,9,23,53,retail
1215,1215,11,8,0,7,107,realestate
1216,1216,18,17,4,4,99,retail
1217,1217,14,3,5,10,192,pharmaceutical
1218,1218,13,7,3,24,121,financial
1219,1219,19,23,0,15,85,software
1220,1220,6,11,3,19,62,realestate
1221,1221,6,28,3,9,63,financial
1222,1222,12,28,4,28,83,financial
1223,1223,13,0,5,24,122,retail
1224,1224,5,23,6,22,133,software
1225,1225,4,13,2,19,156,pharmaceutical
1226,1226,6,23,5,12,57,financial
1227,1227,4,24,8,25,138,financial
1228,1228,8,0,5,29,162,retail
1229,1229,3,1,5,8,181,financial
1230,1230,2,26,9,6,213,financial
1231,1231,18,19,0,18,63,education
1232,1232,1,27,9,0,168,software
1233,1233,11,27,5,14,125,pharmaceutical
1234,1234,17,29,2,28,190,education
1235,1235,11,29,9,18,101,pharmaceutical
1236,1236,2,24,4,18,209,education
1237,1237,11,4,3,8,97,retail
1238,1238,4,21,8,8,148,pharmaceutical
1239,1239,12,1,7,16,105,education
1240,1240,3,5,5,12,184,realestate
1241,1241,9,5,4,1,50,software
1242,1242,12,7,0,28,98,retail
1243,1243,16,28,9,14,153,education
1244,1244,18,1,9,7,69,software
1245,1245,3,29,0,12,166,realestate
1246,1246,10,14,7,27,153,education
1247,1247,18,9,9,14,68,education
1248,1248,13,11,2,20,103,financial
1249,1249,13,0,6,3,99,education
1250,1250,6,19,8,26,56,software
1251,1251,2,6,5,24,217,pharmaceutical
1252,1252,0,21,5,15,120,software
1253,1253,10,28,7,7,144,education
1254,1254,3,19,4,27,171,pharmaceutical
1255,1255,19,0,0,8,115,retail
1256,1256,19,27,1,12,89,pharmaceutical
1257,1257,9,27,3,0,73,software
1258,1258,6,27,9,28,73,software
1259,1259,17,18,8,20,195,retail
1260,1260,16,15,1,10,159,retail
1261,1261,9,7,7,16,58,pharmaceutical
1262,1262,11,6,2,1,111,financial
1263,1263,1,4,3,7,166,retail
1264,1264,2,21,7,10,199,financial
1265,1265,10,27,1,9,148,pharmaceutical
1266,1266,18,28,1,20,64,software
1267,1267,14,5,2,10,191,education
1268,1268,13,24,9,11,89,software
1269,1269,1,18,3,8,158,pharmaceutical
1270,1270,7,7,8,11,135,software
1271,1271,10,4,7,17,120,financial
1272,1272,5,1,5,29,138,education
1273,1273,17,26,2,9,197,financial
1274,1274,9,7,4,11,80,pharmaceutical
1275,1275,6,4,4,16,85,financial
1276,1276,2,7,4,21,206,software
1277,1277,11,6,4,18,131,pharmaceutical
1278,1278,18,18,6,1,78,financial
1279,1279,2,14,0,18,214,education
1280,1280,10,27,1,5,155,realestate
1281,1281,8,6,2,26,122,software
1282,1282,15,8,5,21,199,financial
1283,1283,14,10,0,7,191,retail
1284,1284,2,14,8,12,209,software
1285,1285,2,29,0,10,218,financial
1286,1286,19,21,2,14,86,pharmaceutical
1287,1287,2,6,4,19,205,realestate
1288,1288,3,28,7,28,170,education
1289,1289,18,23,4,24,63,pharmaceutical
1290,1290,1,2,0,17,191,software
1291,1291,5,14,6,6,96,education
1292,1292,17,5,5,18,187,realestate
1293,1293,1,11,7,12,208,pharmaceutical
1294,1294,11,11,5,11,115,realestate
1295,1295,2,0,5,8,204,realestate
1296,1296,10,17,9,11,89,retail
1297,1297,6,7,2,14,52,realestate
1298,1298,16,16,7,23,150,software
1299,1299,19,11,5,23,112,realestate
1300,1300,1,17,7,24,196,software
1301,1301,16,25,1,8,155,software
1302,1302,6,12,3,8,45,education
1303,1303,12,27,1,13,102,retail
1304,1304,3,26,4,23,211,education
1305,1305,1,8,4,4,214,realestate
1306,1306,12,16,5,8,104,realestate
1307,1307,15,23,0,4,217,realestate
1308,1308,8,14,0,1,173,realestate
1309,1309,19,28,4,26,107,software
1310,1310,14,22,6,5,182,education
1311,1311,14,3,6,18,185,software
1312,1312,3,14,1,3,191,pharmaceutical
1313,1313,18,13,9,24,71,software
1314,1314,7,17,7,13,148,realestate
1315,1315,10,21,9,28,134,education
1316,1316,2,25,1,9,206,pharmaceutical
1317,1317,19,23,3,13,73,financial
1318,1318,5,4,2,10,114,education
1319,1319,3,6,8,10,204,pharmaceutical
1320,1320,8,26,4,8,181,pharmaceutical
1321,1321,13,9,2,15,137,realestate
1322,1322,17,18,5,13,204,retail
1323,1323,14,21,5,1,179,financial
1324,1324,1,2,3,24,198,software
1325,1325,10,7,0,5,121,education
1326,1326,1,27,2,3,167,realestate
1327,1327,6,5,7,12,80,realestate
1328,1328,9,20,5,5,104,education
1329,1329,8,7,4,5,159,realestate
1330,1330,10,1,4,14,106,software
1331,1331,8,19,3,20,187,realestate
1332,1332,19,20,2,27,84,software
1333,1333,18,7,4,25,85,financial
1334,1334,16,4,4,12,162,education
1335,1335,4,1,4,1,183,financial
1336,1336,5,10,2,4,96,education
1337,1337,19,15,0,22,74,software
1338,1338,1,7,9,0,179,pharmaceutical
1339,1339,1,16,0,23,197,pharmaceutical
1340,1340,0,11,6,11,121,retail
1341,1341,14,27,3,16,192,pharmaceutical
1342,1342,7,5,9,7,136,realestate
1343,1343,2,29,2,25,207,software
1344,1344,9,12,0,13,74,education
1345,1345,0,6,0,28,122,retail
1346,1346,9,9,5,19,45,financial
1347,1347,8,28,5,15,112,retail
1348,1348,18,5,9,15,72,pharmaceutical
1349,1349,3,19,1,8,171,education
1350,1350,16,16,0,15,160,software
1351,1351,1,18,0,28,167,software
1352,1352,0,14,2,1,122,pharmaceutical
1353,1353,19,23,2,3,82,education
1354,1354,16,26,5,5,154,financial
1355,1355,17,29,3,20,199,education
1356,1356,14,8,6,22,185,financial
1357,1357,4,6,4,22,178,retail
1358,1358,10,21,4,1,94,pharmaceutical
1359,1359,16,7,6,4,148,software
1360,1360,15,16,9,9,194,realestate
1361,1361,11,6,8,9,95,retail
1362,1362,6,4,4,22,44,realestate
1363,1363,11,13,6,12,113,pharmaceutical
1364,1364,6,11,0,18,72,education
1365,1365,10,14,9,20,144,pharmaceutical
1366,1366,5,12,6,29,118,realestate
1367,1367,9,29,3,22,62,retail
1368,1368,15,26,5,8,178,education
1369,1369,3,16,3,4,194,software
1370,1370,12,6,3,23,102,software
1371,1371,19,12,2,29,78,education
1372,1372,3,10,7,4,201,retail
1373,1373,12,20,8,16,104,pharmaceutical
1374,1374,1,21,9,22,214,education
1375,1375,7,23,3,26,146,financial
1376,1376,7,15,0,12,142,realestate
1377,1377,14,3,0,10,197,software
1378,1378,15,19,5,12,219,education
1379,1379,14,13,8,0,199,software
1380,1380,9,21,5,28,58,realestate
1381,1381,7,13,3,21,124,retail
1382,1382,5,5,4,17,127,education
1383,1383,12,3,1,18,91,education
1384,1384,9,22,1,16,89,realestate
1385,1385,7,8,0,1,133,retail
1386,1386,0,7,9,17,123,retail
1387,1387,7,12,8,13,165,financial
1388,1388,19,20,5,13,114,software
1389,1389,15,12,2,9,190,financial
1390,1390,13,25,8,19,120,financial
1391,1391,16,4,2,25,161,education
1392,1392,4,11,1,1,179,education
1393,1393,9,16,0,1,62,software
1394,1394,7,22,1,1,127,pharmaceutical
1395,1395,1,5,2,27,167,realestate
1396,1396,3,16,8,7,172,realestate
1397,1397,12,28,9,1,99,realestate
1398,1398,2,6,4,28,218,financial
1399,1399,8,5,8,21,150,realestate
1400,1400,4,11,3,12,152,education
1401,1401,2,16,9,16,205,realestate
1402,1402,10,14,6,3,142,financial
1403,1403,9,3,2,21,97,financial
1404,1404,15,13,6,1,200,pharmaceutical
1405,1405,13,17,0,2,108,software
1406,1406,3,2,8,20,183,software
1407,1407,0,13,7,26,121,software
1408,1408,19,11,5,9,93,education
1409,1409,3,5,5,8,182,retail
1410,1410,4,27,5,5,156,pharmaceutical
1411,1411,9,14,7,14,70,pharmaceutical
1412,1412,4,27,2,12,149,pharmaceutical
1413,1413,4,26,1,15,187,retail
1414,1414,7,29,0,15,129,retail
1415,1415,13,5,6,27,103,realestate
1416,1416,4,12,9,20,189,realestate
1417,1417,7,27,5,1,148,financial
1418,1418,8,17,4,4,199,retail
1419,1419,14,25,0,25,182,financial
1420,1420,13,5,7,4,136,financial
1421,1421,15,18,7,2,215,realestate
1422,1422,19,19,2,27,79,financial
1423,1423,7,4,5,28,130,realestate
1424,1424,19,25,5,2,77,software
1425,1425,3,21,2,9,217,financial
1426,1426,17,17,8,18,185,realestate
1427,1427,3,5,2,2,201,financial
1428,1428,16,16,5,14,151,education
1429,1429,8,1,1,22,113,software
1430,1430,11,21,8,27,107,software
1431,1431,12,7,6,14,89,education
1432,1432,13,0,2,26,110,financial
1433,1433,4,20,6,10,162,realestate
1434,1434,9,2,7,0,63,retail
1435,1435,6,7,4,7,59,software
1436,1436,2,4,5,0,207,financial
1437,1437,14,0,5,11,197,realestate
1438,1438,13,12,0,21,137,education
1439,1439,14,7,7,20,183,financial
1440,1440,19,9,7,1,119,realestate
1441,1441,1,0,1,29,178,education
1442,1442,8,10,0,29,118,education
1443,1443,6,0,8,15,58,software
1444,1444,18,0,4,6,65,software
1445,1445,17,0,4,29,200,financial
1446,1446,15,7,5,11,184,retail
1447,1447,0,19,5,19,123,retail
1448,1448,8,19,7,12,185,realestate
1449,1449,7,19,9,5,156,software
1450,1450,15,7,5,17,194,retail
1451,1451,15,13,7,17,205,financial
1452,1452,15,20,5,18,186,retail
1453,1453,5,15,8,23,123,realestate
1454,1454,7,17,6,23,127,retail
1455,1455,12,0,6,28,98,pharmaceutical
1456,1456,9,9,1,26,99,financial
1457,1457,16,19,3,11,162,software
1458,1458,8,13,8,28,161,pharmaceutical
1459,1459,19,25,6,25,98,retail
1460,1460,7,19,6,22,164,pharmaceutical
1461,1461,7,5,4,8,141,retail
1462,1462,7,8,6,13,139,retail
1463,1463,18,13,2,23,58,software
1464,1464,6,13,5,21,69,education
1465,1465,8,0,0,15,110,pharmaceutical
1466,1466,6,27,8,13,64,education
1467,1467,8,19,4,11,197,retail
1468,1468,0,10,7,21,122,financial
1469,1469,13,25,0,20,88,realestate
1470,1470,12,15,4,16,105,retail
1471,1471,8,2,6,6,184,pharmaceutical
1472,1472,4,21,2,20,186,education
1473,1473,5,25,7,22,112,realestate
1474,1474,15,7,5,10,182,education
1475,1475,11,16,1,4,111,realestate
1476,1476,15,11,0,12,220,retail
1477,1477,10,5,3,8,94,realestate
1478,1478,13,11,6,29,129,retail
1479,1479,11,14,5,9,123,realestate
1480,1480,7,15,3,18,163,education
1481,1481,12,9,7,29,107,realestate
1482,1482,15,15,1,14,189,pharmaceutical
1483,1483,6,26,8,9,45,software
1484,1484,13,26,6,24,119,pharmaceutical
1485,1485,12,17,4,0,100,pharmaceutical
1486,1486,6,5,8,16,41,realestate
1487,1487,8,16,0,15,141,software
1488,1488,6,18,9,13,66,realestate
1489,1489,6,8,1,21,71,financial
1490,1490,3,26,5,18,180,software
1491,1491,2,7,6,6,219,software
1492,1492,19,17,6,1,119,education
1493,1493,15,24,5,24,205,retail
1494,1494,3,25,9,17,182,pharmaceutical
1495,1495,16,4,4,15,159,pharmaceutical
1496,1496,15,22,0,28,179,pharmaceutical
1497,1497,4,15,5,7,190,software
1498,1498,9,10,1,20,95,realestate
1499,1499,17,7,5,23,196,retail
1500,1500,3,21,2,1,180,pharmaceutical
1501,1501,0,10,4,9,120,retail
1502,1502,4,3,0,11,159,software
1503,1503,6,29,4,1,63,financial
1504,1504,18,5,0,23,54,pharmaceutical
1505,1505,10,0,7,17,125,pharmaceutical
1506,1506,4,4,8,11,130,financial
1507,1507,9,14,7,12,96,software
1508,1508,15,6,0,8,188,pharmaceutical
1509,1509,7,27,9,28,124,financial
1510,1510,15,15,8,7,185,software
1511,1511,8,6,1,9,190,education
1512,1512,11,20,8,3,120,pharmaceutical
1513,1513,18,7,1,1,72,education
1514,1514,19,5,6,0,73,financial
1515,1515,11,20,3,9,108,financial
1516,1516,11,15,5,6,121,realestate
1517,1517,3,16,5,5,211,pharmaceutical
1518,1518,16,27,9,1,156,education
1519,1519,2,25,6,15,200,financial
1520,1520,2,15,9,14,201,pharmaceutical
1521,1521,6,11,7,12,45,software
